time_s,level_rise_m,level_rise_cm
72.52,0.00177,0.177
72.56,0.00177,0.177
72.61,0.00177,0.177
72.65,0.00177,0.177
72.70,0.00178,0.178
72.74,0.00178,0.178
72.78,0.00178,0.178
72.83,0.00178,0.178
72.87,0.00178,0.178
72.92,0.00178,0.178
72.96,0.00179,0.179
73.00,0.00179,0.179
73.05,0.00179,0.179
73.09,0.00179,0.179
73.14,0.00179,0.179
73.18,0.00179,0.179
73.22,0.00180,0.180
73.27,0.00180,0.180
73.31,0.00180,0.180
73.35,0.00180,0.180
73.40,0.00180,0.180
73.44,0.00181,0.181
73.48,0.00181,0.181
73.53,0.00181,0.181
73.57,0.00181,0.181
73.61,0.00181,0.181
73.66,0.00181,0.181
73.70,0.00182,0.182
73.74,0.00182,0.182
73.79,0.00182,0.182
73.83,0.00182,0.182
73.87,0.00182,0.182
73.92,0.00182,0.182
73.96,0.00183,0.183
74.00,0.00183,0.183
74.05,0.00183,0.183
74.09,0.00183,0.183
74.13,0.00183,0.183
74.18,0.00183,0.183
74.22,0.00184,0.184
74.26,0.00184,0.184
74.31,0.00184,0.184
74.35,0.00184,0.184
74.39,0.00184,0.184
74.44,0.00184,0.184
74.48,0.00185,0.185
74.52,0.00185,0.185
74.57,0.00185,0.185
74.61,0.00185,0.185
74.65,0.00185,0.185
74.69,0.00186,0.186
74.74,0.00186,0.186
74.78,0.00186,0.186
74.82,0.00186,0.186
74.87,0.00186,0.186
74.91,0.00186,0.186
74.95,0.00187,0.187
74.99,0.00187,0.187
75.04,0.00187,0.187
75.08,0.00187,0.187
75.12,0.00187,0.187
75.17,0.00187,0.187
75.21,0.00188,0.188
75.25,0.00188,0.188
75.29,0.00188,0.188
75.34,0.00188,0.188
75.38,0.00188,0.188
75.42,0.00188,0.188
75.46,0.00189,0.189
75.51,0.00189,0.189
75.55,0.00189,0.189
75.59,0.00189,0.189
75.64,0.00189,0.189
75.68,0.00189,0.189
75.72,0.00190,0.190
75.76,0.00190,0.190
75.81,0.00190,0.190
75.85,0.00190,0.190
75.89,0.00190,0.190
75.93,0.00190,0.190
75.98,0.00191,0.191
76.02,0.00191,0.191
