elevation_m_navd88,volume_m3,area_m2
30.592262881485063,2844501.8318579006,1450814.038547366
30.605336031123024,2863468.5408806847,1450814.038547366
30.61840918076098,2882435.249903463,1450814.038547366
30.631482330398942,2901401.958926247,1450814.038547366
30.644555480036903,2920368.6679490306,1450814.038547366
30.657628629674864,2939335.3769718152,1450814.038547366
30.670701779312825,2958302.0859945994,1450814.038547366
30.683774928950783,2977268.7950173803,1450814.038547366
30.696848078588744,2996235.5040401644,1450814.038547366
30.709921228226705,3015202.2130629485,1450814.038547366
30.722994377864666,3034168.9220857327,1450814.038547366
30.736067527502627,3053135.6311085173,1450814.038547366
30.749140677140584,3072102.340131298,1450814.038547366
30.762213826778545,3091069.0491540823,1450814.038547366
30.775286976416506,3110035.7581768665,1450814.038547366
30.788360126054467,3129002.467199651,1450814.038547366
30.80143327569243,3147969.176222435,1450814.038547366
30.814506425330386,3166935.8852452124,1450814.038547366
30.827579574968347,3185902.594267997,1450814.038547366
30.840652724606308,3204869.303290781,1450814.038547366
30.85372587424427,3223836.0123135652,1450814.038547366
30.86679902388223,3242802.7213363494,1450814.038547366
30.879872173520187,3261769.430359127,1450814.038547366
30.89294532315815,3280736.139381911,1450814.038547366
30.90601847279611,3299702.8484046953,1450814.038547366
30.91909162243407,3318669.55742748,1450814.038547366
30.93216477207203,3337636.2664502645,1450814.038547366
30.94523792170999,3356602.9754730444,1450814.038547366
30.95831107134795,3375569.684495829,1450814.038547366
30.97138422098591,3394536.393518614,1450814.038547366
30.984457370623872,3413503.102541398,1450814.038547366
30.997530520261833,3432469.811564182,1450814.038547366
31.01060366989979,3451436.520586963,1450814.038547366
31.02367681953775,3470403.2296097474,1450814.038547366
31.036749969175712,3489369.938632531,1450814.038547366
31.049823118813674,3508336.6476553157,1450814.038547366
31.062896268451635,3527303.3566781,1450814.038547366
31.075969418089592,3546270.0657008775,1450814.038547366
31.089042567727553,3565236.7747236616,1450814.038547366
31.102115717365514,3584203.4837464457,1450814.038547366
31.115188867003475,3603170.19276923,1450814.038547366
31.128262016641436,3622136.9017920145,1450814.038547366
31.141335166279394,3641103.6108147907,1450814.038547366
31.154408315917355,3660070.319837576,1450814.038547366
31.167481465555316,3679037.02886036,1450814.038547366
31.180554615193277,3698003.7378831436,1450814.038547366
31.193627764831238,3716970.4469059277,1450814.038547366
31.206700914469195,3735937.1559287095,1450814.038547366
31.219774064107156,3754903.864951493,1450814.038547366
31.232847213745117,3773870.5739742783,1450814.038547366
