sorting_id,contact,site_name,country,state_region,latitude,longitude,sampling_date,protocol,lfmc_value,species_collected,species_functional_type,landcover,elevation,random_split,spatial_split
179051,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-02-15,23,87.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179052,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-03-01,23,89.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179053,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-03-15,23,92.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179054,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-03-29,23,90.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179055,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-04-12,23,137.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179056,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-04-26,23,169.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179057,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-05-10,23,207.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179058,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-05-24,23,221.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179059,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-06-07,23,190.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179060,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-06-21,23,157.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179061,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-07-05,23,109.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,test,train
179062,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-07-19,23,107.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179063,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-08-02,23,89.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179064,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-08-16,23,81.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,test,train
179065,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-08-30,23,68.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179066,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-09-13,23,75.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179067,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-09-27,23,67.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179068,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-10-11,23,70.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179069,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-10-25,23,86.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179070,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-11-08,23,85.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179071,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-11-22,23,86.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179072,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-12-06,23,80.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179073,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2021-12-20,23,97.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179074,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-01-17,23,80.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179075,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-01-31,23,78.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179076,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-02-14,23,99.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,test,train
179077,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-02-28,23,106.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179078,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-03-14,23,104.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179079,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-03-28,23,127.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,test,train
179080,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-04-11,23,160.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179081,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-04-25,23,176.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179082,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-05-09,23,197.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179083,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-05-23,23,224.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179084,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-06-06,23,231.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179085,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-06-20,23,188.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179086,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-07-04,23,127.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,test,train
179087,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-07-18,23,116.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179088,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-08-01,23,99.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179089,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-08-15,23,99.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,test,train
179090,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-08-29,23,90.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179091,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-09-12,23,93.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179092,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-09-26,23,94.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179093,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-10-10,23,77.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179094,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-10-24,23,75.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179095,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-11-07,23,68.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179096,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-11-21,23,66.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,train,train
179097,Jolly,Mammoth Airport,USA,California,37.62027778,-118.8408333,2022-12-05,23,72.0,Artemisia tridentata ssp. vaseyana,Tree,Grassland,2174,validation,train
179172,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2017-05-11,23,85.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179173,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2017-05-11,23,89.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179174,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2017-07-13,23,112.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179175,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2017-07-13,23,103.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179176,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-05-16,23,71.0,Juniperus osteosperma,Tree,Tree cover,2326,test,train
179177,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-05-16,23,94.0,Pinus monophylla,Tree,Tree cover,2326,test,train
179178,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-06-04,23,77.0,Juniperus osteosperma,Tree,Tree cover,2326,test,train
179179,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-06-04,23,101.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179180,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-06-21,23,69.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179181,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-06-21,23,101.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179182,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-06-30,23,84.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179183,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2018-06-30,23,108.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179184,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-04-25,23,78.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179185,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-04-25,23,95.0,Pinus monophylla,Tree,Tree cover,2326,test,train
179186,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-06-04,23,68.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179187,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-06-04,23,83.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179188,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-06-28,23,72.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179189,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-06-28,23,87.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179190,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-08-31,23,82.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179191,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2019-08-31,23,116.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179192,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2020-09-21,23,69.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179193,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2020-09-21,23,118.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179194,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2020-10-20,23,73.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179195,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2020-10-20,23,111.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179196,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-05-28,23,62.0,Juniperus osteosperma,Tree,Tree cover,2326,validation,train
179197,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-05-28,23,89.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179198,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-06-26,23,66.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179199,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-06-26,23,104.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179200,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-07-16,23,67.0,Juniperus osteosperma,Tree,Tree cover,2326,validation,train
179201,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-07-16,23,118.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179202,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-07-30,23,70.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179203,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-07-30,23,116.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179204,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-08-15,23,73.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179205,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-08-15,23,112.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179206,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-09-02,23,72.0,Juniperus osteosperma,Tree,Tree cover,2326,validation,train
179207,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-09-02,23,111.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179208,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-10-01,23,93.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179209,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2021-10-01,23,120.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179210,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2022-06-06,23,64.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179211,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2022-06-06,23,91.0,Pinus monophylla,Tree,Tree cover,2326,train,train
179212,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2022-07-06,23,63.0,Juniperus osteosperma,Tree,Tree cover,2326,train,train
179213,Jolly,Manhattan,USA,Nevada,38.54805556,-117.035,2022-07-06,23,108.0,Pinus monophylla,Tree,Tree cover,2326,validation,train
179214,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-07-10,23,108.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179215,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-07-15,23,111.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179216,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-07-29,23,114.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179217,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-10-01,23,98.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179218,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-10-16,23,93.0,Arctostaphylos patula,Shrub,Tree cover,1775,validation,train
179219,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-11-03,23,107.0,Arctostaphylos patula,Shrub,Tree cover,1775,test,train
179220,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2021-11-17,23,91.0,Arctostaphylos patula,Shrub,Tree cover,1775,validation,train
179221,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-05-19,23,89.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179222,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-07-05,23,125.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179223,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-07-18,23,170.0,Arctostaphylos patula,Shrub,Tree cover,1775,validation,train
179224,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-08-01,23,244.0,Abies grandis,Tree,Tree cover,1775,train,train
179225,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-08-01,23,206.0,Arctostaphylos patula,Shrub,Tree cover,1775,validation,train
179226,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-08-01,23,209.0,Ceanothus velutinus,Tree,Tree cover,1775,validation,train
179227,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-08-03,23,161.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179228,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-08-16,23,145.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179229,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-08-31,23,123.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179230,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-06,23,184.0,Abies grandis,Tree,Tree cover,1775,train,train
179231,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-06,23,140.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179232,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-06,23,100.0,Ceanothus velutinus,Tree,Tree cover,1775,validation,train
179233,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-14,23,111.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179234,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-15,23,166.0,Abies grandis,Tree,Tree cover,1775,train,train
179235,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-15,23,144.0,Arctostaphylos patula,Shrub,Tree cover,1775,train,train
179236,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-15,23,84.0,Ceanothus velutinus,Tree,Tree cover,1775,train,train
179237,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-09-30,23,106.0,Arctostaphylos patula,Shrub,Tree cover,1775,test,train
179238,Jolly,Manzanita Lake 1,USA,California,40.53972222,-121.575,2022-10-14,23,98.0,Arctostaphylos patula,Shrub,Tree cover,1775,test,train
179239,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-07-10,23,108.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179240,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-07-15,23,111.0,Arctostaphylos patula,Shrub,Grassland,1757,test,test
179241,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-07-29,23,114.0,Arctostaphylos patula,Shrub,Grassland,1757,validation,test
179242,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-10-01,23,98.0,Arctostaphylos patula,Shrub,Grassland,1757,validation,test
179243,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-10-16,23,93.0,Arctostaphylos patula,Shrub,Grassland,1757,test,test
179244,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-11-03,23,107.0,Arctostaphylos patula,Shrub,Grassland,1757,test,test
179245,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2021-11-17,23,91.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179246,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-05-19,23,89.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179247,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-07-05,23,125.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179248,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-07-18,23,170.0,Arctostaphylos patula,Shrub,Grassland,1757,validation,test
179249,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-08-01,23,244.0,Abies grandis,Tree,Grassland,1757,train,test
179250,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-08-01,23,206.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179251,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-08-01,23,209.0,Ceanothus velutinus,Tree,Grassland,1757,train,test
179252,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-08-03,23,161.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179253,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-08-16,23,145.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179254,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-08-31,23,123.0,Arctostaphylos patula,Shrub,Grassland,1757,validation,test
179255,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-06,23,184.0,Abies grandis,Tree,Grassland,1757,train,test
179256,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-06,23,140.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179257,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-06,23,100.0,Ceanothus velutinus,Tree,Grassland,1757,train,test
179258,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-14,23,111.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179259,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-15,23,166.0,Abies grandis,Tree,Grassland,1757,train,test
179260,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-15,23,144.0,Arctostaphylos patula,Shrub,Grassland,1757,train,test
179261,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-15,23,84.0,Ceanothus velutinus,Tree,Grassland,1757,train,test
179262,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-09-30,23,106.0,Arctostaphylos patula,Shrub,Grassland,1757,test,test
179263,Jolly,Manzanita Lake 2,USA,California,40.54638889,-121.5797222,2022-10-14,23,98.0,Arctostaphylos patula,Shrub,Grassland,1757,test,test
179391,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2017-06-01,23,149.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179392,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2017-06-26,23,112.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179393,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2017-07-10,23,105.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179394,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2017-07-24,23,104.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179395,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2017-08-07,23,92.0,Quercus gambelii,Tree,Grassland,1814,validation,validation
179396,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2017-09-18,23,90.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179397,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2018-06-04,23,134.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179398,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2018-06-18,23,113.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179399,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2018-07-02,23,106.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179400,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2018-07-16,23,99.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179401,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2018-07-30,23,91.0,Quercus gambelii,Tree,Grassland,1814,test,validation
179402,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2018-09-29,23,91.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179403,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-06-10,23,140.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179404,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-06-24,23,124.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179405,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-07-08,23,118.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179406,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-07-22,23,127.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179407,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-08-05,23,110.0,Quercus gambelii,Tree,Grassland,1814,validation,validation
179408,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-08-19,23,101.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179409,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2019-09-03,23,94.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179410,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-05-26,23,170.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179411,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-06-09,23,128.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179412,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-06-23,23,114.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179413,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-07-06,23,119.0,Quercus gambelii,Tree,Grassland,1814,test,validation
179414,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-07-20,23,103.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179415,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-08-03,23,102.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179416,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-08-17,23,95.0,Quercus gambelii,Tree,Grassland,1814,validation,validation
179417,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2020-09-14,23,88.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179418,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2021-05-17,23,230.0,Quercus gambelii,Tree,Grassland,1814,validation,validation
179419,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2021-06-14,23,126.0,Quercus gambelii,Tree,Grassland,1814,validation,validation
179420,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2021-06-28,23,99.0,Quercus gambelii,Tree,Grassland,1814,test,validation
179421,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2021-08-09,23,88.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179422,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2022-06-21,23,123.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179423,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2022-07-04,23,110.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179424,Jolly,Maple Canyon,USA,Utah,40.135,-111.5327778,2022-07-18,23,101.0,Quercus gambelii,Tree,Grassland,1814,train,validation
179858,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-02-14,23,89.0,Adenostoma fasciculatum,Shrub,Tree cover,321,train,test
179859,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-03-01,23,91.0,Adenostoma fasciculatum,Shrub,Tree cover,321,train,test
179860,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-04-10,23,99.0,Adenostoma fasciculatum,Shrub,Tree cover,321,validation,test
179861,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-04-10,23,204.0,Adenostoma fasciculatum,Shrub,Tree cover,321,train,test
179862,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-04-24,23,98.0,Adenostoma fasciculatum,Shrub,Tree cover,321,train,test
179863,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-04-24,23,195.0,Adenostoma fasciculatum,Shrub,Tree cover,321,train,test
179864,Jolly,Marshall Grade,USA,California,38.81611111,-120.8958333,2017-05-10,23,85.0,Adenostoma fasciculatum,Shrub,Tree cover,321,train,test
