time_min,rain_mm_hr,Pe_mm_hr,flooded_ha,mean_depth_m,outflow_total_cms,outflow_total_cfs,outflow_south_cms,outflow_south_cfs
840.3333333333334,3.8297555555555554,1.5169584116847545,0.92,0.06439118832349777,0.0409760622937938,1.4470573470866401,0.012002958683297038,0.42388088501302995
840.6666666666666,3.849511111111111,1.5252440334734274,0.9275,0.06430958211421967,0.040910613679443486,1.444746048905443,0.011948583414778113,0.42196063871786466
841.0,3.869266666666667,1.5335311900344095,0.9275,0.0643443912267685,0.040961795417615576,1.446553516634469,0.011948292376473546,0.42195036078745035
841.3333333333334,3.8890222222222217,1.5418181419590837,0.93,0.06434059888124466,0.04111483040560415,1.451957901324789,0.012042970629408956,0.42529389488638847
841.6666666666667,3.9087777777777775,1.550106833292375,0.9325,0.06433700025081635,0.04108014319058384,1.4507329327325111,0.01201099599711597,0.4241647203393514
842.0,3.9285333333333328,1.558396445489052,0.935,0.06433362513780594,0.041236703522145035,1.4562618138734953,0.012082919711247087,0.42670468472677753
842.3333333333334,3.948288888888889,1.5666872855035763,0.9375,0.06433071196079254,0.041306094678930094,1.4587123417580128,0.012043685419484973,0.425319137483486
842.6666666666666,3.9680444444444443,1.5749800695630256,0.9400000000000001,0.0643279179930687,0.0413133482527428,1.4589684995411363,0.012105508940294385,0.42750241657381416
843.0,3.9877999999999996,1.5832739791221684,0.9400000000000001,0.06436324864625931,0.04147146750938191,1.4645524336535694,0.012129807146266103,0.4283605004282436
843.3333333333334,4.007555555555556,1.591568297953927,0.9400000000000001,0.06439857929944992,0.041478517616724275,1.4648014060793328,0.012149708345532417,0.42906330530997366
843.6666666666667,4.0273111111111115,1.5998644585124566,0.9450000000000001,0.06435766071081161,0.04155706193841979,1.4675751752367134,0.012161199701949954,0.42946911911445207
844.0,4.047066666666667,1.6081615399343718,0.9450000000000001,0.06439299136400223,0.041653724013031024,1.4709887674029867,0.012210067361593246,0.43119486585445704
844.3333333333334,4.066822222222222,1.6164597468559805,0.9475,0.06439032405614853,0.041653013524864946,1.4709636767265482,0.012180699268355966,0.43015774045221045
844.6666666666666,4.086577777777777,1.6247593862317444,0.9525,0.06435006111860275,0.04183915460089338,1.4775371929841696,0.012267057318240404,0.4332074490764644
845.0,4.106333333333334,1.6330600487890479,0.9550000000000001,0.0643477737903595,0.04184560640851487,1.47776503663478,0.012241036165505648,0.4322885198739823
845.3333333333333,4.126088888888889,1.6413617345278908,0.9575,0.0643455982208252,0.041954454871984126,1.481608987467658,0.012301099486649036,0.4344096380411647
845.6666666666667,4.145844444444444,1.6496644434482732,0.9575,0.06438098102807999,0.04197337453547334,1.4822771297078805,0.01227175584062934,0.433373375985073
846.0,4.1656,1.6579677662775794,0.96,0.06437885016202927,0.04203724730814429,1.4845327775129231,0.012308292789384723,0.4346636673692847
846.3333333333334,4.185355555555556,1.6662727261973487,0.9625,0.0643768459558487,0.04218265029749091,1.4896676404608022,0.012371434131637216,0.4368934849285288
846.6666666666666,4.205111111111111,1.6745793232075812,0.965,0.0643748939037323,0.042159377557027256,1.4888457706131506,0.012373428326100111,0.4369639093077276
847.0,4.224866666666666,1.6828870457175071,0.9725,0.06429921090602875,0.04237422195956242,1.496432936235359,0.012414972297847271,0.43843102220678704
847.3333333333333,4.244622222222222,1.6911951775000489,0.9725,0.06433447450399399,0.04235994904888685,1.4959288926767245,0.012422126019373536,0.43868365373637064
847.6666666666667,4.264377777777778,1.6995056626001315,0.9775,0.06429630517959595,0.04250670634291964,1.5011115824883043,0.012447598855942488,0.4395832193179522
848.0,4.284133333333333,1.7078167616091378,0.9775,0.06433159112930298,0.04253173486745254,1.5019954573236263,0.012501911260187626,0.44150124558014797
848.3333333333334,4.303888888888888,1.7161290884359914,0.9825,0.06429390609264374,0.042624614306987496,1.5052754668669714,0.012501562014222145,0.4414889120636508
848.6666666666666,4.323644444444445,1.724443563944078,0.985,0.06429290026426315,0.04267384950480846,1.5070141931074594,0.0125166738871485,0.4420225833224831
849.0,4.343399999999999,1.7327579371340107,0.9875,0.06429202109575272,0.04274960931752503,1.5096896281656011,0.012521989410743117,0.44221029944357
849.3333333333333,4.363155555555555,1.7410741520507145,0.9925,0.06425528228282928,0.042881767577682695,1.5143567574755912,0.012620635097846389,0.4456939422899159
